$RS,2968.01,,94.04,-1.65,-209.07,-2959.40,-85.41,-6.65,,,,30,10.47,15791,,,,47.6061972,35.5038367,045148.176*3D
$RS,2967.76,,94.04,-1.67,-209.09,-2959.13,-86.11,-6.76,,,,30,10.50,15791,,,,47.6061996,35.5038365,045148.215*34
$RS,2967.53,,94.07,29.16,-183.84,-2584.99,1442.14,-6.73,,,,30,10.51,15791,,,,47.6095606,35.5041727,045148.254*0E
$RS,2967.27,,94.07,29.14,-183.86,-2585.15,1441.31,-6.73,,,,30,10.51,15791,,,,47.6095591,35.5041724,045148.293*09
$RS,2967.01,,94.07,29.13,-183.89,-2585.31,1440.49,-6.73,,,,30,10.51,15791,,,,47.6095577,35.5041721,045148.332*0A
$RS,2966.75,,94.07,29.11,-183.91,-2585.47,1439.66,-6.73,,,,30,10.51,15791,,,,47.6095563,35.5041717,045148.371*06
$RS,2966.48,,94.07,29.09,-183.94,-2585.62,1438.84,-6.73,,,,30,10.51,15791,,,,47.6095549,35.5041714,045148.410*05
$RS,2966.23,,94.06,29.08,-183.34,-2585.88,1437.96,-6.97,,,,30,10.42,15791,,,,47.6095526,35.5041794,045148.449*0F
$RS,2965.96,,94.06,29.06,-183.36,-2586.03,1437.13,-6.97,,,,30,10.42,15791,,,,47.6095512,35.5041791,045148.488*0C
$RS,2965.70,,94.06,29.05,-183.38,-2586.18,1436.32,-6.97,,,,30,10.42,15791,,,,47.6095499,35.5041788,045148.526*0E
$RS,2965.42,,94.06,29.03,-183.41,-2586.33,1435.50,-6.97,,,,30,10.42,15791,,,,47.6095486,35.5041785,045148.565*0D
$RS,2965.15,,94.06,29.02,-183.43,-2586.47,1434.67,-6.97,,,,30,10.42,15791,,,,47.6095473,35.5041782,045148.604*03
$RS,2964.87,,94.06,29.00,-183.45,-2586.62,1433.83,-6.97,,,,30,10.42,15791,,,,47.6095460,35.5041779,045148.643*02
$RS,2964.59,,94.06,28.99,-183.47,-2586.76,1433.00,-6.97,,,,30,10.42,15791,,,,47.6095447,35.5041776,045148.682*0B
$RS,2964.31,,94.06,28.97,-183.49,-2586.90,1432.17,-6.97,,,,30,10.42,15791,,,,47.6095434,35.5041773,045148.721*03
$RS,2963.99,,94.04,28.95,-182.94,-2587.05,1431.33,-7.27,,,,30,10.34,15791,,,,47.6095421,35.5041847,045148.760*0D
$RS,2963.69,,94.04,-1.46,-208.72,-2955.36,-75.46,-7.27,,,,30,10.42,15791,,,,47.6062335,35.5038414,045148.799*33
$RS,2963.40,,94.04,-1.48,-208.66,-2955.06,-76.29,-7.32,,,,30,10.68,15791,,,,47.6062362,35.5038422,045148.838*35
$RS,2963.12,,94.04,-1.49,-208.62,-2954.76,-77.11,-7.33,,,,30,10.85,15791,,,,47.6062389,35.5038427,045148.877*32
$RS,2962.84,,94.04,-1.51,-208.61,-2954.45,-77.92,-7.33,,,,30,10.85,15791,,,,47.6062417,35.5038428,045148.916*34
$RS,2962.55,,94.04,-1.53,-208.60,-2954.14,-78.72,-7.33,,,,30,10.85,15791,,,,47.6062445,35.5038430,045148.955*37
